#OTU_ID	KEGG_Description	KEGG_Pathways
K00134	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12] (GAPDH, gapA)	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis|Metabolism;Energy metabolism;Carbon fixation in photosynthetic organisms|Human diseases;Neurodegenerative diseases;Alzheimer's disease|Environmental information processing;Signal transduction;HIF-1 signaling pathway
K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20] (gabD)	Metabolism;Carbohydrate metabolism;Butanoate metabolism|Metabolism;Amino acid metabolism;Alanine, aspartate and glutamate metabolism|Metabolism;Amino acid metabolism;Lysine degradation|Metabolism;Amino acid metabolism;Tyrosine metabolism
K00137	aminobutyraldehyde dehydrogenase [EC:1.2.1.19] (prr)	Metabolism;Amino acid metabolism;Arginine and proline metabolism|Metabolism;Metabolism of other amino acids;beta-Alanine metabolism
K00138	aldehyde dehydrogenase [EC:1.2.1.-] (aldB)	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis|Metabolism;Carbohydrate metabolism;Pyruvate metabolism
K00139	succinate-semialdehyde dehydrogenase [EC:1.2.1.24] (ALDH5A1)	Metabolism;Carbohydrate metabolism;Butanoate metabolism|Metabolism;Amino acid metabolism;Alanine, aspartate and glutamate metabolism
K00140	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27] (mmsA, iolA, ALDH6A1)	Metabolism;Carbohydrate metabolism;Propaonate metabolism|Metabolism;Carbohydrate metabolism;Inositol phosphate metabolism|Metabolism;Amino acid metabolism;Valine, leucine and isoleucine degradation|Metabolism;Metabolism of other amino acids;beta-Alanine metabolism
K00141	benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28] (xylC)	Metabolism;Xenobiotics biodegradation and metabolism;Aminobenzoate degradation|Metabolism;Xenobiotics biodegradation and metabolism;Toluene degradation|Metabolism;Xenobiotics biodegradation and metabolism;Xylene degradation
K00142	acyl-CoA synthetase [EC:6.2.1.-] (AASDH)	None
K00143	L-aminoadipate-semialdehyde dehydrogenase [EC:1.2.1.31] (LYS2)	Metabolism;Amino acid metabolism;Lysine biosynthesis|Metabolism;Amino acid metabolism;Lysine degradation
K00145	N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38] (argC)	Metabolism;Amino acid metabolism;Arginine biosynthesis
K00146	phenylacetaldehyde dehydrogenase [EC:1.2.1.39] (feaB)	Metabolism;Amino acid metabolism;Phenylalanine metabolism|Metabolism;Xenobiotics biodegradation and metabolism;Styrene degradation
K00147	glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41] (proA)	Metabolism;Amino acid metabolism;Arginine and proline metabolism|Metabolism;Biosynthesis of other secondary metabolites;Carbapenem biosynthesis
K00148	glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46] (fdhA)	Metabolism;Energy metabolism;Methane metabolism|Metabolism;Xenobiotics biodegradation and metabolism;Chloroalkane and chloroalkene degradation
K00149	aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3] (ALDH9A1)	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis|Metabolism;Carbohydrate metabolism;Ascorbate and aldarate metabolism|Metabolism;Carbohydrate metabolism;Pyruvate metabolism|Metabolism;Lipid metabolism;Fatty acid degradation|Metabolism;Lipid metabolism;Glycerolipid metabolism|Metabolism;Amino acid metabolism;Valine, leucine and isoleucine degradation|Metabolism;Amino acid metabolism;Lysine degradation|Metabolism;Amino acid metabolism;Arginine and proline metabolism|Metabolism;Amino acid metabolism;Histidine metabolism|Metabolism;Amino acid metabolism;Tryptophan metabolism|Metabolism;Metabolism of other amino acids;beta-Alanine metabolism
K00150	glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) [EC:1.2.1.59] (gap2)	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis|Metabolism;Energy metabolism;Carbon fixation in photosynthetic organisms
K00151	5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [EC:1.2.1.60] (hpaE, hpcC)	Metabolism;Amino acid metabolism;Tyrosine metabolism
K00152	salicylaldehyde dehydrogenase [EC:1.2.1.65] (nahF)	Metabolism;Xenobiotics biodegradation and metabolism;Naphthalene degradation
K00153	S-(hydroxymethyl)mycothiol dehydrogenase [EC:1.1.1.306] (E1.1.1.306)	None
K00154	coniferyl-aldehyde dehydrogenase [EC:1.2.1.68] (E1.2.1.68)	None
K00156	pyruvate dehydrogenase (quinone) [EC:1.2.5.1] (poxB)	Metabolism;Carbohydrate metabolism;Pyruvate metabolism
K00157	aldehyde oxidase [EC:1.2.3.1] (AOX)	Metabolism;Amino acid metabolism;Valine, leucine and isoleucine degradation|Metabolism;Amino acid metabolism;Tyrosine metabolism|Metabolism;Amino acid metabolism;Tryptophan metabolism|Metabolism;Metabolism of cofactors and vitamins;Vitamin B6 metabolism|Metabolism;Metabolism of cofactors and vitamins;Nicotinate and nicotinamide metabolism|Metabolism;Metabolism of cofactors and vitamins;Retinol metabolism|Metabolism;Xenobiotics biodegradation and metabolism;Drug metabolism - cytochrome P450|Environmental information processing;Signal transduction;Jak-STAT signaling pathway
K00158	pyruvate oxidase [EC:1.2.3.3] (E1.2.3.3, poxL)	Metabolism;Carbohydrate metabolism;Pyruvate metabolism
K00161	pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1] (PDHA, pdhA)	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis|Metabolism;Carbohydrate metabolism;Citrate Cycle (TCA Cycle)|Metabolism;Carbohydrate metabolism;Pyruvate metabolism|Organismal Systems;Endocrine system;Glucagon signaling pathway|Human diseases;Cancers_overview;Central carbon metabolism in cancer|Environmental information processing;Signal transduction;HIF-1 signaling pathway
K00162	pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1] (PDHB, pdhB)	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis|Metabolism;Carbohydrate metabolism;Citrate Cycle (TCA Cycle)|Metabolism;Carbohydrate metabolism;Pyruvate metabolism|Organismal Systems;Endocrine system;Glucagon signaling pathway|Human diseases;Cancers_overview;Central carbon metabolism in cancer|Environmental information processing;Signal transduction;HIF-1 signaling pathway
K00163	pyruvate dehydrogenase E1 component [EC:1.2.4.1] (aceE)	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis|Metabolism;Carbohydrate metabolism;Citrate Cycle (TCA Cycle)|Metabolism;Carbohydrate metabolism;Pyruvate metabolism
K00164	2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2] (OGDH, sucA)	Metabolism;Carbohydrate metabolism;Citrate Cycle (TCA Cycle)|Metabolism;Amino acid metabolism;Lysine degradation|Metabolism;Amino acid metabolism;Tryptophan metabolism
K00166	2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4] (BCKDHA, bkdA1)	Metabolism;Carbohydrate metabolism;Propaonate metabolism|Metabolism;Amino acid metabolism;Valine, leucine and isoleucine degradation
K00167	2-oxoisovalerate dehydrogenase E1 component beta subunit [EC:1.2.4.4] (BCKDHB, bkdA2)	Metabolism;Carbohydrate metabolism;Propaonate metabolism|Metabolism;Amino acid metabolism;Valine, leucine and isoleucine degradation
K00169	pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1] (porA)	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis|Metabolism;Carbohydrate metabolism;Citrate Cycle (TCA Cycle)|Metabolism;Carbohydrate metabolism;Pyruvate metabolism|Metabolism;Carbohydrate metabolism;Propaonate metabolism|Metabolism;Carbohydrate metabolism;Butanoate metabolism|Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes|Metabolism;Energy metabolism;Methane metabolism|Metabolism;Xenobiotics biodegradation and metabolism;Nitrotoluene degradation
K00170	pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1] (porB)	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis|Metabolism;Carbohydrate metabolism;Citrate Cycle (TCA Cycle)|Metabolism;Carbohydrate metabolism;Pyruvate metabolism|Metabolism;Carbohydrate metabolism;Propaonate metabolism|Metabolism;Carbohydrate metabolism;Butanoate metabolism|Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes|Metabolism;Energy metabolism;Methane metabolism|Metabolism;Xenobiotics biodegradation and metabolism;Nitrotoluene degradation
K00171	pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1] (porD)	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis|Metabolism;Carbohydrate metabolism;Citrate Cycle (TCA Cycle)|Metabolism;Carbohydrate metabolism;Pyruvate metabolism|Metabolism;Carbohydrate metabolism;Propaonate metabolism|Metabolism;Carbohydrate metabolism;Butanoate metabolism|Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes|Metabolism;Energy metabolism;Methane metabolism|Metabolism;Xenobiotics biodegradation and metabolism;Nitrotoluene degradation
K00172	pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1] (porG)	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis|Metabolism;Carbohydrate metabolism;Citrate Cycle (TCA Cycle)|Metabolism;Carbohydrate metabolism;Pyruvate metabolism|Metabolism;Carbohydrate metabolism;Propaonate metabolism|Metabolism;Carbohydrate metabolism;Butanoate metabolism|Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes|Metabolism;Energy metabolism;Methane metabolism|Metabolism;Xenobiotics biodegradation and metabolism;Nitrotoluene degradation
K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11] (korA, oorA, oforA)	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis|Metabolism;Carbohydrate metabolism;Citrate Cycle (TCA Cycle)|Metabolism;Carbohydrate metabolism;Pyruvate metabolism|Metabolism;Carbohydrate metabolism;Butanoate metabolism|Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes
K00175	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11] (korB, oorB, oforB)	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis|Metabolism;Carbohydrate metabolism;Citrate Cycle (TCA Cycle)|Metabolism;Carbohydrate metabolism;Pyruvate metabolism|Metabolism;Carbohydrate metabolism;Butanoate metabolism|Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes
K00176	2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3] (korD, oorD)	Metabolism;Carbohydrate metabolism;Citrate Cycle (TCA Cycle)|Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes
K00177	2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3] (korC, oorC)	Metabolism;Carbohydrate metabolism;Citrate Cycle (TCA Cycle)|Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes
K00179	indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8] (iorA)	None
K00180	indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8] (iorB)	None
K00181	porcupine (PPN)	Environmental information processing;Signal transduction;Wnt signaling pathway
K00182	wingless-type MMTV integration site family, member 2 (WNT2)	Organismal Systems;Endocrine system;Melanogenesis|Human diseases;Cancers_overview;Pathways in cancer|Human diseases;Cancers_overview;Proteoglycans in cancer|Human diseases;Cancers_specific types;Basal cell carcinoma|Human diseases;Infectious diseases_Viral;HTLV-I infection|Cellular processes;Cellular community;Signaling pathways regulating pluripotency of stem cells|Environmental information processing;Signal transduction;Wnt signaling pathway|Environmental information processing;Signal transduction;Hedgehog signaling pathway|Environmental information processing;Signal transduction;Hippo signaling pathway
K00183	prokaryotic molybdopterin-containing oxidoreductase family, molybdopterin binding subunit (K00183)	None
K00184	prokaryotic molybdopterin-containing oxidoreductase family, iron-sulfur binding subunit (K00184)	None
K00185	prokaryotic molybdopterin-containing oxidoreductase family, membrane subunit (K00185)	None
K00186	2-oxoisovalerate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.7] (vorA)	Metabolism;Amino acid metabolism;Valine, leucine and isoleucine degradation
K00187	2-oxoisovalerate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.7] (vorB)	Metabolism;Amino acid metabolism;Valine, leucine and isoleucine degradation
K00188	2-oxoisovalerate ferredoxin oxidoreductase, delta subunit [EC:1.2.7.7] (vorD)	Metabolism;Amino acid metabolism;Valine, leucine and isoleucine degradation
K00189	2-oxoisovalerate ferredoxin oxidoreductase, gamma subunit [EC:1.2.7.7] (vorG)	Metabolism;Amino acid metabolism;Valine, leucine and isoleucine degradation
K00192	acetyl-CoA decarbonylase/synthase complex subunit alpha [EC:1.2.7.4] (cdhA)	Metabolism;Energy metabolism;Methane metabolism
K00193	acetyl-CoA decarbonylase/synthase complex subunit beta [EC:2.3.1.-] (cdhC)	Metabolism;Energy metabolism;Methane metabolism
K00194	acetyl-CoA decarbonylase/synthase complex subunit delta [EC:2.1.1.245] (cdhD, acsD)	Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes|Metabolism;Energy metabolism;Methane metabolism
K00195	acetyl-CoA decarbonylase/synthase complex subunit epsilon (cdhB)	Metabolism;Energy metabolism;Methane metabolism
K00196	carbon-monoxide dehydrogenase iron sulfur subunit (cooF)	Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes|Metabolism;Energy metabolism;Methane metabolism|Metabolism;Xenobiotics biodegradation and metabolism;Nitrotoluene degradation
K00197	acetyl-CoA decarbonylase/synthase complex subunit gamma [EC:2.1.1.245] (cdhE, acsC)	Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes|Metabolism;Energy metabolism;Methane metabolism
K00198	carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.99.2 1.2.7.4] (cooS, acsA)	Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes|Metabolism;Energy metabolism;Methane metabolism|Metabolism;Xenobiotics biodegradation and metabolism;Nitrotoluene degradation
K00200	formylmethanofuran dehydrogenase subunit A [EC:1.2.99.5] (fwdA, fmdA)	Metabolism;Energy metabolism;Methane metabolism
K00201	formylmethanofuran dehydrogenase subunit B [EC:1.2.99.5] (fwdB, fmdB)	Metabolism;Energy metabolism;Methane metabolism
K00202	formylmethanofuran dehydrogenase subunit C [EC:1.2.99.5] (fwdC, fmdC)	Metabolism;Energy metabolism;Methane metabolism
K00203	formylmethanofuran dehydrogenase subunit D [EC:1.2.99.5] (fwdD, fmdD)	Metabolism;Energy metabolism;Methane metabolism
K00204	4Fe-4S ferredoxin (fwdH)	Metabolism;Energy metabolism;Methane metabolism
K00205	4Fe-4S ferredoxin (fwdF, fmdF)	Metabolism;Energy metabolism;Methane metabolism
K00207	dihydropyrimidine dehydrogenase (NADP+) [EC:1.3.1.2] (DPYD)	Metabolism;Nucleotide metabolism;Pyrimidine metabolism|Metabolism;Metabolism of other amino acids;beta-Alanine metabolism|Metabolism;Metabolism of cofactors and vitamins;Pantothenate and CoA biosynthesis|Metabolism;Xenobiotics biodegradation and metabolism;Drug metabolism - other enzymes
K00208	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10] (fabI)	Metabolism;Lipid metabolism;Fatty acid biosynthesis|Metabolism;Metabolism of cofactors and vitamins;Biotin metabolism
K00209	enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44] (fabV, ter)	Metabolism;Carbohydrate metabolism;Butanoate metabolism|Metabolism;Lipid metabolism;Fatty acid biosynthesis
K00210	prephenate dehydrogenase [EC:1.3.1.12] (E1.3.1.12)	Metabolism;Amino acid metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis|Metabolism;Biosynthesis of other secondary metabolites;Novobiocin biosynthesis
K00211	prephenate dehydrogenase (NADP+) [EC:1.3.1.13] (TYR1)	Metabolism;Amino acid metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis
K00212	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase [EC:1.3.1.20] (E1.3.1.20)	Metabolism;Xenobiotics biodegradation and metabolism;Metabolism of xenobiotics by cytochrome P450
K00213	7-dehydrocholesterol reductase [EC:1.3.1.21] (DHCR7)	Metabolism;Lipid metabolism;Steroid biosynthesis
K00214	biliverdin reductase [EC:1.3.1.24] (BLVRA, bvdR)	Metabolism;Metabolism of cofactors and vitamins;Porphyrin and chlorophyll metabolism
K00215	4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8] (dapB)	Metabolism;Amino acid metabolism;Lysine biosynthesis|Metabolism;Biosynthesis of other secondary metabolites;Monobactam biosynthesis
K00216	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28] (entA)	Metabolism;Metabolism of terpenoids and polyketides;Biosynthesis of siderophore group nonribosomal peptides
K00217	maleylacetate reductase [EC:1.3.1.32] (E1.3.1.32)	Metabolism;Xenobiotics biodegradation and metabolism;Benzoate degradation|Metabolism;Xenobiotics biodegradation and metabolism;Fluorobenzoate degradation|Metabolism;Xenobiotics biodegradation and metabolism;Chlorocyclohexane and chlorobenzene degradation|Metabolism;Xenobiotics biodegradation and metabolism;Toluene degradation
K00218	protochlorophyllide reductase [EC:1.3.1.33] (E1.3.1.33, por)	Metabolism;Metabolism of cofactors and vitamins;Porphyrin and chlorophyll metabolism
K00219	2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34] (fadH)	None
K00220	cyclohexadieny/prephenate dehydrogenase [EC:1.3.1.43 1.3.1.12] (tyrC)	Metabolism;Amino acid metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis|Metabolism;Biosynthesis of other secondary metabolites;Novobiocin biosynthesis
K00221	alkylmercury lyase [EC:4.99.1.2] (E4.99.1.2)	None
K00222	delta14-sterol reductase [EC:1.3.1.70] (TM7SF2, ERG24)	Metabolism;Lipid metabolism;Steroid biosynthesis
K00223	delta24(24(1))-sterol reductase [EC:1.3.1.71] (ERG4)	Metabolism;Lipid metabolism;Steroid biosynthesis
K00225	L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3] (GLDH)	Metabolism;Carbohydrate metabolism;Ascorbate and aldarate metabolism
K00226	dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1] (pyrD)	Metabolism;Nucleotide metabolism;Pyrimidine metabolism
K00227	delta7-sterol 5-desaturase [EC:1.14.19.20] (SC5DL, ERG3)	Metabolism;Lipid metabolism;Steroid biosynthesis
K00228	coproporphyrinogen III oxidase [EC:1.3.3.3] (CPOX, hemF)	Metabolism;Metabolism of cofactors and vitamins;Porphyrin and chlorophyll metabolism
K00230	menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3] (hemG)	Metabolism;Metabolism of cofactors and vitamins;Porphyrin and chlorophyll metabolism
K00231	oxygen-dependent protoporphyrinogen oxidase [EC:1.3.3.4] (PPOX, hemY)	Metabolism;Metabolism of cofactors and vitamins;Porphyrin and chlorophyll metabolism
K00232	acyl-CoA oxidase [EC:1.3.3.6] (E1.3.3.6, ACOX1, ACOX3)	Metabolism;Lipid metabolism;Fatty acid degradation|Metabolism;Lipid metabolism;alpha-Linolenic acid metabolism|Metabolism;Lipid metabolism;Biosynthesis of unsaturated fatty acids|Organismal Systems;Endocrine system;PPAR signaling pathway|Cellular processes;Transport and catabolism;Peroxisome|Environmental information processing;Signal transduction;cAMP signaling pathway
